handedness,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z
Right,0.815400362,0.783926308,5.71E-07,0.76692903,0.725660503,-0.024957467,0.730742693,0.640711904,-0.045084603,0.738565505,0.578709185,-0.067283884,0.778782308,0.557583213,-0.08865539,0.775474072,0.477079958,-0.03106661,0.755280674,0.367563844,-0.058472708,0.742346942,0.302570045,-0.075715728,0.734771371,0.238652021,-0.088045388,0.823524237,0.479766726,-0.041074842,0.841160297,0.34644407,-0.06987118,0.852697551,0.267395645,-0.086896829,0.865602136,0.191402495,-0.095846131,0.863564491,0.523435354,-0.053751502,0.857625127,0.454304576,-0.095280126,0.824730277,0.546269894,-0.09824264,0.807221413,0.612778604,-0.088991694,0.896233439,0.59140867,-0.068113215,0.874130189,0.560105681,-0.100182816,0.843077898,0.622680008,-0.097529426,0.827229738,0.670990705,-0.088144995
Right,0.816658258,0.773784876,5.01E-07,0.769362509,0.703008354,-0.017740177,0.732095957,0.603228092,-0.033351421,0.721712053,0.530642092,-0.052161925,0.753485382,0.527248561,-0.070555799,0.786137164,0.457010686,-0.022082163,0.766555667,0.344726473,-0.045518808,0.751410186,0.276242077,-0.060269408,0.741640747,0.21072194,-0.071526825,0.82820338,0.461087257,-0.033152539,0.842127681,0.320405602,-0.05825948,0.848518372,0.237743735,-0.072684236,0.856617987,0.164767951,-0.080159128,0.863532186,0.501112223,-0.046387929,0.839194596,0.425929248,-0.082451686,0.801606357,0.500528693,-0.085691504,0.782586038,0.563208401,-0.077885784,0.889593959,0.562424302,-0.060995769,0.844647288,0.528215528,-0.087980673,0.811263502,0.58057332,-0.086525559,0.797659397,0.627201974,-0.079411305
Right,0.792414188,0.736248076,4.01E-07,0.745373666,0.663075149,-0.017268751,0.716602266,0.560426474,-0.033943363,0.703269064,0.49059087,-0.054860916,0.730911553,0.455272317,-0.074776441,0.783436716,0.418370277,-0.014563025,0.767310441,0.306315958,-0.039864272,0.755292356,0.238715202,-0.056366678,0.749212861,0.177478075,-0.067749612,0.823475838,0.426502198,-0.026338842,0.836892605,0.284089923,-0.055782735,0.838384986,0.195785701,-0.074604087,0.842195034,0.120991468,-0.083808839,0.854120433,0.465644985,-0.040772129,0.819924653,0.369787335,-0.081748866,0.776033401,0.437835157,-0.08632715,0.754831791,0.498123795,-0.077804357,0.871201038,0.523750544,-0.056289814,0.815714419,0.472961485,-0.087072954,0.77864188,0.523922443,-0.086299703,0.764303923,0.573590279,-0.078215808
Right,0.764408588,0.712923706,4.24E-07,0.720281065,0.633129478,-0.017129708,0.69930023,0.535070837,-0.034099344,0.695612133,0.468168408,-0.055579372,0.72254014,0.429461181,-0.076254196,0.767145455,0.401970208,-0.014561583,0.757490158,0.29154402,-0.04025973,0.751282752,0.227119744,-0.057250809,0.750935078,0.166724503,-0.06883046,0.807428479,0.412303239,-0.026679717,0.830426931,0.269120216,-0.056365423,0.838187575,0.180156708,-0.075742483,0.846928418,0.107577771,-0.085702226,0.837506235,0.450996637,-0.041505929,0.817588568,0.352049798,-0.082720317,0.771130323,0.413236678,-0.088868648,0.74351418,0.472036034,-0.081754349,0.856279135,0.504928231,-0.05740352,0.811314225,0.451097518,-0.088874184,0.770581782,0.49446851,-0.089263216,0.747737706,0.540014565,-0.082160071
Right,0.746317327,0.733347952,4.78E-07,0.70122385,0.656682909,-0.01677461,0.681105912,0.557798266,-0.031556882,0.6870538,0.487431794,-0.050991748,0.71462214,0.450056493,-0.069509961,0.740577698,0.422466129,-0.015086182,0.732197821,0.31030184,-0.039351679,0.727093995,0.243882179,-0.055969253,0.7255041,0.180155843,-0.067919195,0.779453993,0.433163464,-0.027712936,0.809114039,0.289610088,-0.054740474,0.8236081,0.20563221,-0.07221175,0.838942409,0.136681944,-0.081857011,0.808962345,0.477083743,-0.043049306,0.805934012,0.378004581,-0.080836646,0.764609456,0.443916857,-0.083197966,0.739965796,0.503305674,-0.07461518,0.831136167,0.540658236,-0.05979402,0.810186148,0.471693516,-0.088194743,0.772696495,0.513998091,-0.084706008,0.749267399,0.559342623,-0.075718194
Right,0.734128475,0.73927784,5.34E-07,0.689362884,0.668928266,-0.021399273,0.668761373,0.573711634,-0.037539121,0.689993978,0.504028082,-0.056619726,0.728594303,0.472738773,-0.07500609,0.72015363,0.423544168,-0.019112617,0.711408734,0.31332916,-0.04281415,0.707357168,0.243961856,-0.059466671,0.707886696,0.178976446,-0.072054178,0.763580084,0.433208734,-0.029206248,0.795806587,0.300794631,-0.054818381,0.815082669,0.222322464,-0.072635978,0.834592402,0.155732691,-0.083469182,0.795473695,0.479896486,-0.042101912,0.80823648,0.390406311,-0.079741552,0.771248102,0.468360841,-0.081939124,0.748111069,0.531605244,-0.073842905,0.820533812,0.549131989,-0.056606248,0.810705304,0.492622405,-0.086678103,0.780356526,0.549298048,-0.083504483,0.762494802,0.599755764,-0.074589893
Right,0.718485296,0.721642137,5.67E-07,0.671694458,0.664487123,-0.02763335,0.648823023,0.57136631,-0.045574639,0.677266359,0.507568717,-0.064569309,0.717420042,0.475632071,-0.082949653,0.685880125,0.418792158,-0.028424947,0.675806224,0.313103497,-0.053643413,0.670388341,0.244985282,-0.070561931,0.669867933,0.180434763,-0.083087727,0.732115567,0.422080755,-0.035293367,0.76011461,0.295517176,-0.062254373,0.778462708,0.2177082,-0.079926603,0.796664357,0.149670422,-0.090458252,0.767508984,0.463484168,-0.045232613,0.787098467,0.389797896,-0.084572986,0.757736683,0.471050292,-0.087932624,0.736871004,0.533522308,-0.080528915,0.796103179,0.528537452,-0.057129059,0.797744155,0.48523581,-0.089456059,0.773135185,0.546759427,-0.087564953,0.754942834,0.597359955,-0.079321474
Right,0.723150611,0.705447793,5.70E-07,0.675981045,0.655783892,-0.027023138,0.653264046,0.564360201,-0.04340861,0.684885263,0.503987968,-0.060437873,0.724065602,0.473490506,-0.076968275,0.683287442,0.416029841,-0.027984209,0.66862452,0.311735004,-0.052087862,0.659962475,0.243815884,-0.068401374,0.656655073,0.177797973,-0.080742605,0.729062676,0.413597971,-0.034004223,0.751689255,0.285898268,-0.059906263,0.768918335,0.207461774,-0.076629207,0.786247551,0.137447208,-0.086757943,0.764689982,0.448905885,-0.043005183,0.786303699,0.368296564,-0.081388302,0.76308161,0.454009086,-0.084267013,0.746358752,0.519441605,-0.076734163,0.794840693,0.507703602,-0.053916935,0.799876153,0.464768022,-0.086607546,0.77938503,0.53012228,-0.085434712,0.764070749,0.581979573,-0.077703275
Right,0.742825985,0.685755789,7.11E-07,0.69473052,0.642710805,-0.032351475,0.673457623,0.557701528,-0.052910924,0.711889684,0.502390385,-0.072965004,0.752427161,0.470027983,-0.092203602,0.692559063,0.409127384,-0.039338335,0.677090287,0.300562948,-0.067299016,0.670364857,0.230160445,-0.084538244,0.669199228,0.16263327,-0.096889697,0.741335392,0.398638159,-0.043516081,0.760947526,0.267458349,-0.074551292,0.780738175,0.186900526,-0.092656039,0.799649239,0.114232957,-0.102358766,0.780732095,0.428038359,-0.050473917,0.800167203,0.364685774,-0.091352038,0.784623682,0.457991719,-0.092007935,0.772336006,0.524614155,-0.081897855,0.814265192,0.480920911,-0.059956107,0.822698355,0.449670553,-0.092834093,0.805844188,0.519423068,-0.089731492,0.791489065,0.572545767,-0.080067433
Right,0.751199901,0.682499349,7.03E-07,0.701758325,0.643273294,-0.03598633,0.681368768,0.561088681,-0.057587966,0.72353667,0.50629425,-0.078032956,0.764832258,0.47294125,-0.097206965,0.693709373,0.419315249,-0.041837383,0.676775694,0.311316907,-0.071180508,0.667370319,0.241176382,-0.089253716,0.663607597,0.172554761,-0.10233666,0.742968738,0.402394205,-0.04405218,0.758880377,0.274046421,-0.0764741,0.776485682,0.192057922,-0.094884917,0.793188572,0.115302801,-0.104897037,0.783526599,0.426091135,-0.049673982,0.80352056,0.362196147,-0.092983864,0.794739723,0.457398087,-0.094812714,0.786720335,0.52658546,-0.084914207,0.819701195,0.475079775,-0.058079209,0.829969764,0.446009368,-0.09356714,0.815829813,0.514102936,-0.092762195,0.802403152,0.566729903,-0.084373102
Right,0.76593864,0.697345734,8.26E-07,0.720729589,0.676523089,-0.048056293,0.701001883,0.603174329,-0.076822385,0.744065702,0.541893601,-0.10129787,0.788464904,0.496368796,-0.123901658,0.700932741,0.448846191,-0.059075754,0.687083364,0.335396111,-0.092613049,0.679437697,0.26360023,-0.113850608,0.677051425,0.189965218,-0.129895002,0.750527322,0.419727772,-0.056885015,0.76452595,0.288651735,-0.093871623,0.785459518,0.205266029,-0.115380213,0.803814471,0.124825954,-0.128490731,0.791978598,0.436045289,-0.058325592,0.818692446,0.362672985,-0.108482599,0.819003105,0.465969503,-0.113976307,0.815157592,0.545167387,-0.106742129,0.828956008,0.479915172,-0.06322898,0.849226654,0.460070014,-0.111302301,0.842779636,0.541530371,-0.117961705,0.832342982,0.607676566,-0.113557391
Right,0.767749786,0.709393203,8.51E-07,0.723556936,0.683540344,-0.048241511,0.706359804,0.616809309,-0.077356942,0.750100136,0.549512625,-0.102375224,0.792538404,0.501770735,-0.124928772,0.704445124,0.456545085,-0.057521187,0.692062795,0.340328753,-0.091040879,0.686716259,0.269193888,-0.11315345,0.686918318,0.196238369,-0.129707783,0.754444957,0.428614378,-0.055707783,0.769919634,0.293771982,-0.091878034,0.791646481,0.20993939,-0.114075355,0.810377121,0.129025191,-0.128049523,0.796852589,0.44797042,-0.057588812,0.823607504,0.379620999,-0.105284892,0.82206589,0.485145748,-0.108628489,0.815983593,0.563866854,-0.100113466,0.832890451,0.497726351,-0.063230999,0.852108359,0.467500687,-0.106443286,0.845300019,0.543749034,-0.109180287,0.834368169,0.608112037,-0.102532417
Right,0.764587998,0.712406993,7.99E-07,0.718326807,0.677406311,-0.042679586,0.700802982,0.598978579,-0.068624116,0.744831681,0.544126928,-0.091806218,0.787616074,0.506972134,-0.113161139,0.712055087,0.444323361,-0.050030034,0.701028824,0.332226157,-0.081449755,0.695551515,0.260314465,-0.101642556,0.695242167,0.18885681,-0.116697468,0.762208104,0.426776946,-0.050338868,0.783536673,0.296634704,-0.084880494,0.806847692,0.215591073,-0.105237104,0.827368557,0.138680696,-0.117345385,0.802329183,0.452994972,-0.054287266,0.833114564,0.386967868,-0.101300955,0.824222565,0.488739491,-0.104788758,0.813378513,0.564779937,-0.09601479,0.836265326,0.506406426,-0.061423827,0.856296718,0.481124312,-0.103821792,0.842704594,0.557417154,-0.106495053,0.827066183,0.618032515,-0.099733278
Right,0.761105776,0.718839526,7.47E-07,0.71464318,0.670560598,-0.033328801,0.692618728,0.583915353,-0.055164229,0.731986821,0.531241477,-0.076762527,0.77464819,0.503370166,-0.097323351,0.719458222,0.431141376,-0.040309515,0.708871186,0.319568515,-0.069095589,0.703783453,0.247502506,-0.088393219,0.703547955,0.178426176,-0.103219964,0.769124687,0.427631646,-0.045328699,0.794789255,0.297315389,-0.077195846,0.818397999,0.217100456,-0.096947603,0.839741647,0.144107908,-0.108979136,0.808031559,0.46502915,-0.053325377,0.833556414,0.397785753,-0.094867393,0.812181115,0.489884496,-0.095743403,0.793866158,0.558815479,-0.086587884,0.839206338,0.526975989,-0.06409888,0.852048576,0.492668986,-0.099069096,0.83085376,0.555509925,-0.097353324,0.81170994,0.606391609,-0.088972598
Right,0.756017327,0.725961089,6.51E-07,0.708415747,0.670251906,-0.027264023,0.682769895,0.579057992,-0.046463244,0.713812411,0.531174004,-0.066757262,0.757816851,0.516138673,-0.086272106,0.723742783,0.427739292,-0.033992678,0.712486386,0.318932116,-0.062953837,0.706484914,0.250189066,-0.082612179,0.705667555,0.183232278,-0.096880808,0.771390498,0.433888555,-0.041980766,0.797091365,0.307160914,-0.071830913,0.81779933,0.229703709,-0.090398498,0.838639081,0.158145547,-0.101250969,0.808343828,0.477228791,-0.052686773,0.826579928,0.415601701,-0.091778532,0.796143234,0.505910635,-0.091517337,0.774776995,0.571160197,-0.081342079,0.83764112,0.540943861,-0.065815367,0.84105134,0.513053179,-0.096274771,0.813498378,0.574698508,-0.091548413,0.793630898,0.620633662,-0.08128579
Right,0.758150876,0.723778486,5.73E-07,0.712197781,0.668920338,-0.023920804,0.679679036,0.582553983,-0.041856773,0.694564342,0.534344554,-0.061478678,0.733605564,0.518290162,-0.080171131,0.728346467,0.428342223,-0.032115951,0.715590477,0.318855047,-0.059566908,0.707575023,0.25206399,-0.077496551,0.704079092,0.186250508,-0.090441249,0.774795055,0.43433696,-0.040513657,0.796237707,0.311223179,-0.068593189,0.813678026,0.23679024,-0.08572688,0.831657708,0.16651234,-0.09560965,0.810632467,0.476524174,-0.051283933,0.815360785,0.422256649,-0.088499472,0.780206442,0.508719623,-0.090385996,0.75661993,0.572210729,-0.082133867,0.837774217,0.538793802,-0.064135849,0.825197935,0.526770294,-0.093236722,0.792623043,0.582797885,-0.091624118,0.770195067,0.623819351,-0.084001116
Right,0.761340499,0.722426653,5.05E-07,0.714071512,0.667987227,-0.022146083,0.678952396,0.580431521,-0.038522307,0.684367955,0.519864798,-0.057045035,0.719155848,0.496404439,-0.074639425,0.724952579,0.421957374,-0.025746465,0.708107948,0.312467515,-0.05031376,0.696348727,0.247167975,-0.065382496,0.689568579,0.183759391,-0.075973488,0.769442499,0.424601585,-0.034977816,0.787130773,0.292765975,-0.059875041,0.794603288,0.217134282,-0.074426241,0.803234816,0.147850305,-0.081961952,0.805653691,0.465082377,-0.046780299,0.796245992,0.393803388,-0.084184378,0.763242126,0.482246161,-0.086584188,0.746504724,0.548334539,-0.077919602,0.833413363,0.529228926,-0.060184654,0.805601239,0.504231751,-0.089693874,0.774557412,0.567601502,-0.08762531,0.759761035,0.616188943,-0.079214342
Right,0.75905025,0.723000526,5.07E-07,0.712121606,0.667184472,-0.022260228,0.677297711,0.57986325,-0.039225936,0.681555629,0.516533613,-0.058582485,0.717598081,0.492668003,-0.077074997,0.726031184,0.418539315,-0.025160715,0.708913803,0.309613883,-0.050030924,0.697578728,0.24444887,-0.065642953,0.69100523,0.180516213,-0.076776728,0.770404339,0.421521813,-0.034598473,0.787589908,0.288300425,-0.060158078,0.795368016,0.21291402,-0.075241275,0.804556847,0.143414736,-0.083251029,0.806209326,0.461880147,-0.046706568,0.794245064,0.387451172,-0.0847032,0.760938823,0.475852191,-0.087338455,0.744650066,0.542307436,-0.078837015,0.834017932,0.525621295,-0.060442831,0.804919362,0.497004092,-0.089913182,0.774282575,0.560938478,-0.087982766,0.760564506,0.610373616,-0.079853632
Right,0.744534016,0.726024389,4.96E-07,0.697735131,0.666782677,-0.021868462,0.667598307,0.57445693,-0.037946083,0.68144995,0.508026063,-0.056581825,0.720243871,0.478364438,-0.07455685,0.717001677,0.419083655,-0.022062948,0.703387141,0.308701217,-0.046179861,0.69495523,0.241897792,-0.061833009,0.690246105,0.177729815,-0.073312975,0.761016071,0.422763228,-0.031598885,0.782478034,0.28727904,-0.057652991,0.793982863,0.210041508,-0.074090295,0.806224108,0.140970558,-0.083244294,0.795827448,0.463793337,-0.043908276,0.792507887,0.381946236,-0.08369258,0.759263933,0.469859362,-0.086860768,0.741419792,0.536701083,-0.078440346,0.823983371,0.528022528,-0.05762786,0.801579773,0.486165285,-0.089572661,0.771602571,0.551299989,-0.087697402,0.756450236,0.60396409,-0.07921841
Right,0.728930712,0.725115418,4.63E-07,0.68299824,0.656759739,-0.018414753,0.657999396,0.560354948,-0.032452982,0.673646808,0.493446082,-0.049829271,0.711121976,0.468389213,-0.066636592,0.71183461,0.419135511,-0.016618561,0.701796591,0.309757948,-0.038839117,0.695052445,0.243114188,-0.053964961,0.691270351,0.179879457,-0.065474443,0.752436101,0.424123257,-0.026989546,0.776362717,0.287382871,-0.050959915,0.789431214,0.210369661,-0.066648103,0.803331494,0.14489612,-0.075876355,0.785056949,0.465237916,-0.039992675,0.786607742,0.37694943,-0.075658597,0.751604855,0.455840826,-0.077621572,0.731323719,0.520576358,-0.069550999,0.812347293,0.529545307,-0.054470692,0.793653905,0.478617221,-0.082859166,0.763431489,0.533324778,-0.080285482,0.746778548,0.582003951,-0.072177991
Right,0.716448724,0.74089694,4.46E-07,0.669715524,0.673375428,-0.020978993,0.645846248,0.580142021,-0.038038932,0.656490743,0.510065675,-0.058492634,0.690866351,0.47567755,-0.0779301,0.701200247,0.436725259,-0.019712524,0.691744506,0.327676862,-0.045152187,0.685870767,0.263220012,-0.062384102,0.683060646,0.200088054,-0.074927881,0.741310596,0.443343669,-0.030141065,0.7640028,0.305461556,-0.057595465,0.775200069,0.229399115,-0.074344181,0.787726045,0.163401783,-0.083779268,0.772838771,0.484762132,-0.043600604,0.769209325,0.392986715,-0.08307486,0.73200655,0.473349601,-0.08420781,0.710775554,0.538429379,-0.074532963,0.798105478,0.549560308,-0.058659002,0.776618779,0.487306535,-0.089219697,0.74286586,0.542264819,-0.085607804,0.722873271,0.59336251,-0.076162338
Right,0.712492526,0.732055783,3.73E-07,0.667698085,0.66593194,-0.016032893,0.640853643,0.571625531,-0.030268442,0.634910464,0.501149118,-0.04794275,0.662415564,0.480053037,-0.064770088,0.699364543,0.437675834,-0.015986478,0.688441217,0.331719398,-0.038052656,0.678554833,0.267103434,-0.052177254,0.67316252,0.207554579,-0.062212996,0.738064647,0.443522185,-0.026079398,0.753096282,0.311334014,-0.050164651,0.755298615,0.232291579,-0.064551122,0.757827282,0.165023893,-0.071878374,0.767928839,0.478854686,-0.038484417,0.744550586,0.39225179,-0.073385797,0.70599854,0.458548635,-0.076916248,0.684225023,0.518105924,-0.06945923,0.786853254,0.532058537,-0.052017163,0.740957618,0.491815209,-0.07895533,0.704496443,0.536528766,-0.079011083,0.685029387,0.58033365,-0.072684735
Right,0.712095618,0.728406072,3.72E-07,0.666432738,0.667302608,-0.014746062,0.638434887,0.57395786,-0.027515944,0.628154814,0.510037065,-0.043737818,0.649930239,0.470252156,-0.059146583,0.692012608,0.436676025,-0.013800628,0.679285586,0.331649959,-0.034532152,0.668566048,0.268345416,-0.047502473,0.663066387,0.20987764,-0.05661254,0.730075538,0.440975636,-0.023938827,0.739951134,0.309123337,-0.048331778,0.740141273,0.227729857,-0.064002253,0.741396308,0.158690363,-0.072082289,0.759657562,0.472069621,-0.036149859,0.729556203,0.388985872,-0.071942002,0.690713584,0.457592577,-0.076594248,0.669084549,0.517152786,-0.069827862,0.777596235,0.51922816,-0.049141202,0.725825608,0.481708765,-0.07791207,0.689994514,0.534746885,-0.078682259,0.671909869,0.584022939,-0.072444901
