handedness,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z
Right,0.756176591,0.969679892,-7.16E-08,0.713193417,0.927766681,-0.016509278,0.682422161,0.849137068,-0.030827662,0.661368489,0.792997062,-0.045584243,0.642150819,0.742212296,-0.059439179,0.718719065,0.753218412,-0.015785038,0.712859869,0.681046247,-0.046363011,0.691651464,0.672704875,-0.071420424,0.670269012,0.69227773,-0.084684923,0.751695275,0.75769031,-0.022698138,0.761182725,0.659194469,-0.052758437,0.741614997,0.649580777,-0.072269842,0.720769286,0.683350503,-0.079889148,0.781986833,0.785162151,-0.03319579,0.795183182,0.699144542,-0.057131294,0.778750837,0.677599013,-0.069187276,0.758952022,0.687694192,-0.072768837,0.809973776,0.83113575,-0.045044374,0.825822413,0.767543197,-0.062142905,0.819443226,0.737178147,-0.068870403,0.805791855,0.728296518,-0.070693478
Right,0.751380444,0.972973526,-1.60E-07,0.711423755,0.920903265,-0.016722318,0.684361875,0.839656711,-0.032813847,0.664902568,0.783124149,-0.049551733,0.646679878,0.727284491,-0.065512575,0.726421595,0.749939561,-0.02009986,0.723482311,0.671477437,-0.053536389,0.697708607,0.667952478,-0.079684831,0.672924936,0.685673535,-0.09356039,0.755802333,0.762669504,-0.027642956,0.765125334,0.660076082,-0.061168272,0.737685204,0.654635549,-0.081735924,0.711861193,0.680799663,-0.089918017,0.782458782,0.794968307,-0.038584199,0.797562301,0.70438844,-0.064336643,0.776186526,0.68524009,-0.076020837,0.753332317,0.689969897,-0.079352036,0.807453632,0.844137013,-0.050894145,0.823767006,0.779636562,-0.068117097,0.815524697,0.748557568,-0.074600257,0.80079174,0.73312813,-0.076547608
Right,0.754107714,0.967785597,-1.85E-07,0.714285731,0.910334766,-0.014145304,0.688963711,0.822115362,-0.027519332,0.672956526,0.760042191,-0.041609533,0.658839583,0.699767351,-0.054947723,0.733397424,0.745433807,-0.017124545,0.726533949,0.674148202,-0.048538055,0.699361801,0.668500364,-0.07317064,0.671741664,0.678988755,-0.086406067,0.761922598,0.759637713,-0.024942257,0.767363727,0.665211082,-0.055457797,0.739666283,0.657320559,-0.073712334,0.713115394,0.674782574,-0.081276864,0.787642121,0.79378444,-0.03601921,0.801815391,0.708319843,-0.061081111,0.778169692,0.688497841,-0.071069457,0.753196299,0.686968088,-0.073529929,0.811168432,0.844054818,-0.0482051,0.827383935,0.782428443,-0.065981127,0.818631411,0.752713084,-0.071816325,0.803089857,0.736081839,-0.073247433
Right,0.764384985,0.961463571,-2.32E-07,0.721317351,0.902123809,-0.012292892,0.697000384,0.805718184,-0.023657579,0.68293643,0.739797294,-0.036392592,0.666062474,0.681031227,-0.048515335,0.738983512,0.736957431,-0.012091562,0.732158244,0.662279308,-0.042413171,0.705028951,0.651979327,-0.067257874,0.676865935,0.658138275,-0.081063598,0.766223431,0.750768781,-0.020526681,0.765670836,0.658050895,-0.052060768,0.734526694,0.653170347,-0.072974518,0.706331015,0.671980262,-0.082331039,0.791634321,0.78193599,-0.032138839,0.802290976,0.692109883,-0.057902347,0.775288999,0.676284909,-0.070417278,0.747997642,0.681244195,-0.074344337,0.815998375,0.828881383,-0.044741787,0.828868389,0.762228668,-0.063108593,0.815530598,0.734729707,-0.070850544,0.796788037,0.723423183,-0.07365045
Right,0.767417729,0.94506681,-2.73E-07,0.72385186,0.885131419,-0.012131818,0.698204398,0.78784287,-0.023781354,0.681925833,0.722656727,-0.037102066,0.662374377,0.666545987,-0.050030693,0.7411654,0.723722875,-0.011954395,0.733063638,0.649055898,-0.044503711,0.704462647,0.640087962,-0.070978165,0.675302625,0.647580266,-0.085804306,0.766398489,0.73595196,-0.021147924,0.76249069,0.642488241,-0.055995762,0.728839159,0.641580522,-0.079073466,0.699308336,0.661391079,-0.089301698,0.790399849,0.763161421,-0.033574861,0.791089177,0.678533375,-0.060894698,0.76135093,0.665532529,-0.074491121,0.733711123,0.671281934,-0.0787668,0.814507008,0.805366635,-0.047098886,0.81550765,0.737775445,-0.065604843,0.795841634,0.710507512,-0.073879741,0.774091125,0.697492838,-0.077146225
Right,0.767664313,0.923473299,-3.17E-07,0.724037409,0.863984048,-0.008753177,0.696674347,0.768764019,-0.019393338,0.678808331,0.704232335,-0.032303661,0.658346295,0.649650455,-0.04468305,0.742081821,0.701997757,-0.008852144,0.730338395,0.629502118,-0.03970667,0.699890733,0.623866796,-0.063723795,0.671164274,0.633386791,-0.077118933,0.765632093,0.711297631,-0.019020509,0.748924077,0.626124263,-0.051929176,0.710571885,0.631353855,-0.070875756,0.68065083,0.650600612,-0.078524582,0.788629174,0.737246513,-0.032562535,0.773360074,0.660615742,-0.060605627,0.736822605,0.657046616,-0.070872128,0.706896186,0.662673235,-0.072659932,0.811769783,0.777244925,-0.046871774,0.803248405,0.715360343,-0.067137457,0.779087842,0.697236419,-0.074221916,0.756168902,0.686804771,-0.076205082
Right,0.76893425,0.905561864,-3.32E-07,0.724765837,0.847525239,-0.00714813,0.695476055,0.753378808,-0.016412279,0.677136838,0.689007759,-0.028521335,0.656527579,0.636898577,-0.039679613,0.73766017,0.682570457,-0.005047947,0.724515498,0.605935156,-0.035309121,0.694305182,0.601147711,-0.058645587,0.667010665,0.61368376,-0.071377665,0.761121333,0.691384435,-0.015704907,0.743540943,0.606071234,-0.047550183,0.705691338,0.611773968,-0.065480411,0.677708924,0.633253455,-0.07236398,0.784140825,0.715745866,-0.02995489,0.765815496,0.642675877,-0.057534285,0.72739017,0.645126522,-0.067137517,0.6975348,0.656731665,-0.068128802,0.807155848,0.754569829,-0.045000426,0.793989956,0.696459949,-0.065194316,0.767408967,0.681901574,-0.072207794,0.74358964,0.674514771,-0.073877431
Right,0.764740109,0.902275085,-3.61E-07,0.720547259,0.834733546,-0.007501759,0.695018888,0.739163578,-0.017744001,0.677514076,0.675467372,-0.03074046,0.658130407,0.621503234,-0.042919125,0.742115498,0.664531589,-0.00763248,0.726034164,0.595063984,-0.039986715,0.694837213,0.590922713,-0.065412499,0.666318893,0.602781117,-0.079411291,0.765293181,0.6809389,-0.019267384,0.74730134,0.602388382,-0.052819166,0.70855397,0.608720481,-0.072505318,0.679795325,0.630971014,-0.080794923,0.786547899,0.71271646,-0.034426667,0.768655777,0.64972806,-0.062765807,0.729928493,0.648609877,-0.073804446,0.700020134,0.657608688,-0.076154277,0.805138826,0.758767009,-0.050496541,0.789110422,0.707225621,-0.071161918,0.762109458,0.694314301,-0.078650311,0.739174128,0.688633919,-0.080744833
Right,0.765258431,0.890202999,-3.49E-07,0.721665502,0.820186138,-0.007597303,0.697757363,0.724462032,-0.018238269,0.681073427,0.659703374,-0.031455535,0.662039578,0.605239809,-0.044193678,0.744700611,0.651923001,-0.010794694,0.72751677,0.583629906,-0.044015475,0.695841312,0.575869799,-0.069954157,0.66526562,0.582892656,-0.084510975,0.767590523,0.670479655,-0.023163117,0.74945122,0.590525389,-0.057388198,0.709537745,0.590899169,-0.077603564,0.678745568,0.606897295,-0.086827941,0.788246155,0.705221236,-0.038913377,0.772518516,0.637586415,-0.069312714,0.732549012,0.633297324,-0.08155328,0.700938106,0.639393568,-0.084833197,0.805057049,0.754383087,-0.055334885,0.79185158,0.701871812,-0.078836814,0.764852703,0.69055891,-0.087546498,0.741053462,0.686945379,-0.090436108
Right,0.759861887,0.880606115,-3.10E-07,0.719505548,0.813309848,-0.009240808,0.698127866,0.714526296,-0.020648954,0.682038546,0.647827804,-0.034144137,0.661762476,0.594959855,-0.047411676,0.74334681,0.649706841,-0.01674311,0.729946911,0.576186359,-0.051660564,0.697863936,0.565759182,-0.077987492,0.665170372,0.571276426,-0.09251228,0.765415967,0.671056986,-0.029003548,0.754411936,0.582966566,-0.065104268,0.713470995,0.579051256,-0.085387543,0.68061167,0.592314422,-0.094160587,0.785500765,0.70832932,-0.044488989,0.778239071,0.633011997,-0.076444112,0.738775313,0.625748515,-0.088551268,0.707321048,0.62975651,-0.091325365,0.801664352,0.758956313,-0.060665909,0.796065152,0.703102887,-0.085193031,0.770344973,0.688864827,-0.09381929,0.747223258,0.683205903,-0.096541919
Right,0.755306304,0.877470076,-2.46E-07,0.716461718,0.823814034,-0.011734067,0.693713307,0.727032423,-0.024072861,0.678146005,0.658853889,-0.037600629,0.656307101,0.606219947,-0.051308855,0.733719885,0.666254997,-0.024996258,0.723859012,0.585074842,-0.05879328,0.69346422,0.573658943,-0.083194345,0.66425693,0.579440296,-0.096605703,0.75661546,0.685290158,-0.036066644,0.752890587,0.585481048,-0.070153221,0.714581132,0.578597724,-0.088121116,0.685370326,0.590931892,-0.095931806,0.778514743,0.722432852,-0.049875434,0.784868717,0.630528092,-0.080432065,0.748147905,0.621685505,-0.090857588,0.719248056,0.627362132,-0.093013555,0.798516214,0.77310282,-0.064324662,0.806310594,0.705937326,-0.088421986,0.782763898,0.690646768,-0.095798321,0.75983882,0.689460874,-0.097864047
Right,0.759193063,0.865938663,-1.52E-07,0.713861763,0.825420141,-0.014236796,0.684722364,0.737003267,-0.029556124,0.663071156,0.674473822,-0.045056775,0.636483192,0.625685036,-0.061144743,0.719045401,0.666755378,-0.034536414,0.705942392,0.589438438,-0.069931671,0.677448571,0.584719658,-0.095280461,0.649518967,0.596445978,-0.109527178,0.746403337,0.679481983,-0.045510259,0.746202826,0.578709126,-0.081627436,0.712905586,0.576641679,-0.100582294,0.685172677,0.596143425,-0.10903351,0.772141457,0.714530945,-0.058864042,0.782658756,0.620281756,-0.089616567,0.752175212,0.610254467,-0.101992056,0.724671245,0.616638243,-0.106613629,0.795798659,0.767376304,-0.072778381,0.812493801,0.705110848,-0.097281612,0.797863364,0.685689569,-0.106753074,0.778288543,0.677874207,-0.111255191
Right,0.763872683,0.85610497,-1.10E-07,0.716670334,0.821716428,-0.015656529,0.683669448,0.737612307,-0.031595547,0.659517586,0.676614165,-0.047193497,0.631123364,0.628202081,-0.063364774,0.71671325,0.65894115,-0.034725893,0.700061023,0.589505732,-0.069674067,0.674052596,0.584114671,-0.095256798,0.647143304,0.595975041,-0.10996744,0.745972753,0.667865276,-0.045135859,0.743155718,0.5727458,-0.080054268,0.714909911,0.569783628,-0.099827595,0.689297974,0.590084672,-0.109557353,0.774026394,0.701040745,-0.058059577,0.781699717,0.614774525,-0.088528365,0.756542146,0.600693941,-0.102614976,0.730959594,0.603881717,-0.109026849,0.799710095,0.753392577,-0.071511358,0.816791415,0.693257749,-0.095975347,0.805878162,0.671506643,-0.106258959,0.78681916,0.661381185,-0.111836098
Right,0.768223584,0.852626324,-6.25E-08,0.718449295,0.819283247,-0.014867573,0.68110317,0.741057813,-0.029511571,0.652860582,0.684253097,-0.043937363,0.622534633,0.640024185,-0.058400251,0.71190685,0.655805469,-0.028005054,0.695924699,0.589278519,-0.060260646,0.671722889,0.584730983,-0.084642611,0.647413135,0.600347161,-0.098790094,0.743882477,0.66092515,-0.038252838,0.742705047,0.57043612,-0.070014007,0.718403995,0.567054629,-0.088208139,0.696398199,0.593453765,-0.096744448,0.774972141,0.693282425,-0.05132556,0.784274936,0.609968185,-0.0795784,0.765473247,0.593321264,-0.092450254,0.744692564,0.597120225,-0.098235406,0.803456366,0.746014476,-0.064974539,0.822329521,0.693499744,-0.088717163,0.816213846,0.67055577,-0.098217271,0.80151844,0.659603894,-0.102945589
Right,0.770791352,0.849284828,-2.76E-08,0.721583247,0.815064251,-0.016292894,0.682610452,0.743125141,-0.031706277,0.653107464,0.689434409,-0.046921417,0.623177528,0.645596802,-0.062040653,0.712168813,0.650882542,-0.026723608,0.699328065,0.582978725,-0.059096582,0.676624,0.578903079,-0.084056556,0.654343724,0.598163009,-0.098383009,0.745133102,0.652453721,-0.036164034,0.745550692,0.558985829,-0.067822061,0.723339379,0.554681242,-0.086867549,0.703445375,0.585363626,-0.095784202,0.777090788,0.682385385,-0.048690192,0.787316024,0.59745121,-0.077018708,0.770282865,0.579649031,-0.091155499,0.751473784,0.586165726,-0.097662799,0.80605185,0.734329879,-0.061951645,0.826778531,0.681370139,-0.085946761,0.824940503,0.656337917,-0.096345678,0.815161228,0.646030724,-0.101562232
Right,0.771899045,0.861518979,3.10E-08,0.722155035,0.831121683,-0.018023126,0.682412624,0.763313413,-0.033669241,0.652320921,0.711079359,-0.048783977,0.621766746,0.669491708,-0.063623823,0.709367096,0.663645446,-0.02449199,0.697232008,0.595476806,-0.055885416,0.677499473,0.587735772,-0.080421053,0.658363461,0.606101751,-0.094239734,0.743861079,0.659067035,-0.032458425,0.745755672,0.568722188,-0.06218154,0.727531254,0.558164775,-0.08083725,0.710059881,0.585760891,-0.08935485,0.77727139,0.68411994,-0.04384036,0.787075102,0.601351142,-0.070513956,0.771596372,0.579025209,-0.083841033,0.75403899,0.580766141,-0.089761391,0.806930482,0.732311964,-0.05623072,0.826305687,0.68346858,-0.079031952,0.828009486,0.654744804,-0.088840187,0.824152589,0.637087524,-0.093304791
Right,0.766754866,0.881559432,-3.59E-09,0.718409717,0.845174313,-0.017355919,0.681061447,0.771568775,-0.03269406,0.65351969,0.716122806,-0.048077948,0.62480849,0.67200619,-0.063262194,0.710680783,0.677770913,-0.024999959,0.699944496,0.605559349,-0.057809055,0.6796785,0.597037435,-0.08328139,0.660654128,0.616242886,-0.097470954,0.744735003,0.676821291,-0.033628188,0.747773409,0.5826267,-0.065420702,0.727985859,0.572545767,-0.085299417,0.709551692,0.603529692,-0.094358183,0.777124643,0.704074681,-0.045657616,0.788230121,0.619454026,-0.073722832,0.771596909,0.59764123,-0.088341817,0.752808213,0.603799224,-0.094813637,0.806160748,0.753897965,-0.058653858,0.828025937,0.699623346,-0.082084812,0.827347398,0.671034813,-0.092678994,0.819460332,0.65930897,-0.097757235
Right,0.759290993,0.897877216,-1.31E-07,0.712999284,0.852006435,-0.016826119,0.682462931,0.766438425,-0.031786375,0.661953211,0.705519438,-0.047209974,0.638647437,0.65286684,-0.06209074,0.721002698,0.677878857,-0.022075586,0.714002728,0.602660537,-0.055657513,0.689453661,0.59416616,-0.082080029,0.664395809,0.60696733,-0.096547082,0.750411689,0.687722325,-0.03028282,0.753972471,0.590834916,-0.063413464,0.724205732,0.586735487,-0.083441004,0.698450327,0.61025244,-0.092337467,0.77835691,0.719180226,-0.041992106,0.790867746,0.629147887,-0.069956064,0.762845397,0.61752224,-0.08197479,0.738175273,0.628773868,-0.085469507,0.804919839,0.768537879,-0.055011369,0.818101227,0.695338845,-0.075221784,0.800456285,0.674541771,-0.082303032,0.779873908,0.674199164,-0.084457703
Right,0.755741537,0.922241211,-2.87E-07,0.712838054,0.865743279,-0.012961613,0.683914602,0.774013758,-0.026643759,0.665929794,0.710454047,-0.041944586,0.647739053,0.652883232,-0.05604424,0.727664173,0.690543771,-0.014659983,0.722269416,0.605787873,-0.04795336,0.692216158,0.605158508,-0.07281588,0.665776491,0.621877432,-0.086119004,0.754047751,0.702290058,-0.024045251,0.752385259,0.598992705,-0.057363093,0.716453314,0.601315379,-0.075819425,0.690077603,0.62385112,-0.083083384,0.778372407,0.731778681,-0.03713847,0.781065166,0.637433589,-0.064366214,0.746292889,0.63231951,-0.073707439,0.719203293,0.642424226,-0.075112276,0.802012861,0.775946856,-0.051479846,0.799188316,0.705507994,-0.0708896,0.774029076,0.684809089,-0.07709749,0.751099348,0.676102757,-0.07847549
Right,0.76006031,0.890055418,-3.68E-07,0.721831083,0.821507394,-0.007251672,0.700282216,0.723444521,-0.016021976,0.686300755,0.660294116,-0.027742291,0.6731233,0.603762627,-0.038311362,0.748581886,0.647538483,-0.004624876,0.74099803,0.569884062,-0.034294959,0.70903945,0.563686967,-0.057144351,0.68050909,0.574028611,-0.069647513,0.772747159,0.664338589,-0.015937561,0.763314128,0.572033465,-0.046288665,0.721129417,0.574837446,-0.063087881,0.691610694,0.596202314,-0.069587268,0.794535875,0.69812721,-0.030961914,0.786852002,0.618519008,-0.058721974,0.742941141,0.617817581,-0.068117596,0.711995959,0.630848289,-0.069216967,0.813284636,0.745561302,-0.046786927,0.803921342,0.684303164,-0.068346694,0.77011323,0.677435517,-0.074904561,0.743097126,0.682343125,-0.075997859
Right,0.76591295,0.876817048,-4.88E-07,0.725116432,0.792162418,-0.006055636,0.707773387,0.693853796,-0.015318372,0.696913719,0.629686117,-0.027851678,0.684601188,0.578222334,-0.039677411,0.776327372,0.604410052,-0.005981412,0.751459002,0.548578918,-0.039005823,0.714242995,0.549185038,-0.065241963,0.683690906,0.565647125,-0.080187827,0.798231542,0.626768231,-0.019268796,0.770662665,0.559782803,-0.052586455,0.724107027,0.566297412,-0.072407022,0.693183959,0.588346839,-0.081638031,0.812779129,0.669157624,-0.036311809,0.788966119,0.610874355,-0.06928499,0.740320921,0.616749585,-0.082130432,0.707868993,0.63270247,-0.085202172,0.818544745,0.727327585,-0.053844161,0.798187375,0.682149053,-0.08176101,0.760171533,0.678719282,-0.091544777,0.730111718,0.68334192,-0.09404102
Right,0.777381241,0.860581219,-4.98E-07,0.730841279,0.758713424,-0.014565685,0.721567214,0.668168604,-0.028390246,0.71788007,0.606649756,-0.041576885,0.712884188,0.559940577,-0.05507233,0.809978127,0.596448839,-0.033705659,0.763174057,0.535424113,-0.067160636,0.719329715,0.530511618,-0.090850286,0.683383346,0.54167372,-0.104009375,0.821399868,0.633167267,-0.041534238,0.772227585,0.554704726,-0.073559798,0.719618678,0.55089426,-0.090390444,0.683712482,0.565783441,-0.099658541,0.819964826,0.68329972,-0.051618911,0.774147272,0.617229879,-0.084890626,0.721399784,0.610195816,-0.097068593,0.686972797,0.61725539,-0.101080187,0.805951238,0.740878165,-0.061988868,0.765029073,0.691651225,-0.091083236,0.724324048,0.677634299,-0.101075828,0.694594681,0.671697915,-0.104259528
Right,0.777625978,0.852186203,-4.96E-07,0.732270122,0.750338674,-0.014827029,0.724662721,0.659265578,-0.028000316,0.721936822,0.598368227,-0.040476095,0.716132343,0.552838385,-0.0537664,0.815611899,0.59511447,-0.033768933,0.767859638,0.533011317,-0.067131534,0.723273516,0.529198408,-0.091066152,0.68827939,0.540691376,-0.104468912,0.825915396,0.634494364,-0.041259352,0.777326941,0.556841791,-0.073428005,0.723892868,0.551516831,-0.090668425,0.687306821,0.564601898,-0.100111201,0.82205373,0.685798943,-0.050996095,0.776359618,0.620844662,-0.085007392,0.722822905,0.611457169,-0.098149158,0.687826455,0.616203427,-0.102503434,0.805702388,0.742542088,-0.060878497,0.763154805,0.695531368,-0.091127157,0.723564625,0.681103468,-0.101987898,0.695154786,0.674105465,-0.105433203
