handedness,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z
Right,0.802375376,0.801754653,4.78E-07,0.735913396,0.76139313,-0.030520951,0.694671869,0.679682314,-0.046934146,0.681938231,0.591839969,-0.060550407,0.667339265,0.514895618,-0.073520988,0.731997788,0.535646141,-0.026257779,0.731167197,0.425909281,-0.050480511,0.739201963,0.362786382,-0.070051402,0.751347959,0.302009374,-0.083973266,0.776238501,0.519184053,-0.027684484,0.779511273,0.396621913,-0.047760099,0.788183928,0.322259396,-0.064535312,0.797655225,0.2521272,-0.077299021,0.816258967,0.529975832,-0.033765849,0.822587788,0.411682755,-0.055298094,0.82968241,0.338172793,-0.067494757,0.836833239,0.270043343,-0.075689062,0.855294704,0.559968948,-0.042714953,0.862749517,0.461013943,-0.062078327,0.869164228,0.395012617,-0.070031673,0.874483109,0.330498368,-0.075020589
Right,0.796765566,0.788012385,4.36E-07,0.730212212,0.744657159,-0.027069323,0.689420879,0.658786476,-0.041565746,0.677843869,0.570166945,-0.053971197,0.665605843,0.495051384,-0.065968752,0.730940461,0.517225564,-0.020780019,0.733853698,0.411617041,-0.042915307,0.740588367,0.350146472,-0.062047955,0.749676108,0.289282918,-0.076087967,0.773891687,0.503807843,-0.023371652,0.778800309,0.38415575,-0.041644782,0.784692466,0.310563147,-0.058335319,0.789746106,0.238964945,-0.071270257,0.812599897,0.516767383,-0.030329941,0.819454074,0.398779988,-0.050164789,0.824450493,0.326646924,-0.061768793,0.827997804,0.259164244,-0.069625564,0.850352943,0.548214078,-0.03992467,0.857569575,0.447327226,-0.058084823,0.861853719,0.380799264,-0.06535805,0.864181936,0.316171646,-0.069886647
Right,0.794869721,0.783891559,3.98E-07,0.727277815,0.735781193,-0.023734853,0.687227786,0.646920562,-0.03619431,0.676360726,0.559469044,-0.04740984,0.665359199,0.487138629,-0.058340605,0.729874134,0.509158015,-0.015064009,0.731895924,0.403541744,-0.035878886,0.738472998,0.341892898,-0.054390889,0.747454584,0.281401128,-0.068053365,0.772352338,0.495376348,-0.019222118,0.776653111,0.375651538,-0.036128398,0.782593369,0.302152276,-0.052293491,0.788132966,0.231679201,-0.064846076,0.81100589,0.507590294,-0.027735045,0.817002833,0.39011991,-0.045909822,0.821515918,0.316735595,-0.057152037,0.824859977,0.248448312,-0.065013021,0.848900437,0.538652778,-0.038800623,0.854139209,0.438637644,-0.055305902,0.856745303,0.371639788,-0.061841808,0.857796848,0.306152076,-0.066074394
Right,0.794516802,0.772886634,3.58E-07,0.727930486,0.720368683,-0.021212323,0.68898946,0.628264725,-0.031622361,0.678705156,0.540405512,-0.041279543,0.669661343,0.46768859,-0.050628942,0.733168662,0.497342676,-0.01091452,0.73436451,0.390538871,-0.030047845,0.739590943,0.328253776,-0.047518127,0.746932924,0.26750803,-0.060461111,0.774065077,0.484965503,-0.015632089,0.777567506,0.365474999,-0.031187423,0.781826854,0.291439623,-0.046539929,0.785724461,0.221132278,-0.058422148,0.811550736,0.497129261,-0.024593934,0.816424072,0.379496604,-0.041352522,0.819969118,0.305709302,-0.051953021,0.822601497,0.238044769,-0.059389912,0.848708451,0.527991652,-0.036014941,0.85309577,0.426553398,-0.051597789,0.854819536,0.358594418,-0.057664502,0.855057716,0.293113589,-0.061505001
Right,0.796003163,0.753579736,3.12E-07,0.729794025,0.699650466,-0.017668152,0.692634404,0.605975866,-0.024475271,0.683958173,0.518148065,-0.03123823,0.674305081,0.448650509,-0.037846092,0.737510026,0.478139997,-0.002435534,0.737860382,0.375225455,-0.018294143,0.740946531,0.314484447,-0.034790259,0.745672345,0.254463762,-0.04753283,0.776599407,0.464506865,-0.007989434,0.778705537,0.347270399,-0.020714829,0.780869305,0.273254633,-0.035988107,0.782391191,0.203304112,-0.048175275,0.812413216,0.474648148,-0.017750949,0.816230655,0.360109925,-0.032389726,0.818411648,0.287557513,-0.043467581,0.819396853,0.220802784,-0.05160312,0.848585963,0.504163682,-0.029829586,0.852211893,0.404572845,-0.044088915,0.853012443,0.338594675,-0.050124016,0.852009654,0.274364412,-0.054255757
Right,0.805373311,0.726475298,2.80E-07,0.738038659,0.680004597,-0.016755629,0.696692288,0.592761517,-0.023109764,0.684025764,0.507111192,-0.029488303,0.673186958,0.439281732,-0.035681058,0.735105276,0.463093638,-0.001486251,0.729893506,0.362772763,-0.016847162,0.728384137,0.302562773,-0.032901,0.727976501,0.243625522,-0.045299109,0.773202777,0.443661928,-0.00690369,0.76962024,0.328630149,-0.019328061,0.76611656,0.256169558,-0.033921108,0.761594117,0.189849615,-0.045332205,0.809796751,0.448081046,-0.016396867,0.807562172,0.334830344,-0.030420933,0.804271221,0.264338255,-0.040652007,0.799889624,0.200276524,-0.047982421,0.847596824,0.472385049,-0.02812428,0.84730643,0.372451007,-0.041937858,0.84470731,0.305930197,-0.047521837,0.840243638,0.24197045,-0.051069733
Right,0.819817126,0.705538094,3.05E-07,0.748666465,0.667689145,-0.017329626,0.702619553,0.586975753,-0.023972129,0.685028076,0.502495825,-0.030700538,0.673507571,0.434324503,-0.036993168,0.73612529,0.452882439,-0.00038329,0.725138545,0.352791369,-0.015135546,0.7209391,0.29344669,-0.030207587,0.718356311,0.235845923,-0.041943338,0.774100959,0.427828819,-0.005371156,0.766324401,0.316392481,-0.017854331,0.762089074,0.246988609,-0.032141458,0.757117212,0.182039618,-0.043184876,0.811768174,0.427276045,-0.014659856,0.805569589,0.31688714,-0.029488435,0.801038086,0.249033034,-0.039987028,0.795487583,0.186740696,-0.047261048,0.851125002,0.445671201,-0.026132101,0.848762095,0.347908467,-0.04053092,0.845399916,0.283181489,-0.046710953,0.840462983,0.220331103,-0.050610431
Right,0.819353521,0.706165075,3.18E-07,0.750936866,0.671524405,-0.021077465,0.704915285,0.593390763,-0.030840622,0.687483311,0.507758319,-0.039620247,0.677428961,0.437145293,-0.047975667,0.739114821,0.455342561,-0.011347046,0.72762239,0.354415685,-0.028829748,0.723147333,0.296745956,-0.044617172,0.720831037,0.239605695,-0.056967262,0.779237688,0.430525213,-0.01572929,0.772258699,0.319136679,-0.031367484,0.768446684,0.249806151,-0.047100637,0.76432246,0.1825957,-0.059349615,0.818331599,0.432617158,-0.024099406,0.817246974,0.3204256,-0.043267172,0.816744924,0.250517875,-0.056305941,0.814555764,0.184469193,-0.06513942,0.85776943,0.455220163,-0.034424752,0.863007426,0.357651502,-0.053170219,0.865773022,0.292552829,-0.061890345,0.866459966,0.228084475,-0.06737525
Right,0.829998016,0.70479399,3.40E-07,0.759968042,0.675743163,-0.022710141,0.711382329,0.597993255,-0.032710105,0.692233741,0.510160685,-0.041299969,0.678897679,0.438250214,-0.049188651,0.741741359,0.45894438,-0.011719391,0.729486763,0.35989666,-0.029599493,0.725651383,0.302811205,-0.045671187,0.724096358,0.245551929,-0.058178097,0.782011867,0.430741727,-0.01504938,0.774027765,0.320624173,-0.030696725,0.77120924,0.253006727,-0.046207294,0.768033028,0.186516076,-0.058399212,0.821215987,0.430089891,-0.022656471,0.818334639,0.319417477,-0.042274527,0.817779601,0.252095997,-0.055155952,0.815760553,0.1881302,-0.063783154,0.861384034,0.449390173,-0.032370038,0.865824938,0.35181886,-0.051583339,0.869253218,0.287275553,-0.060592357,0.870636642,0.222986192,-0.066234417
Right,0.838732958,0.696911931,3.79E-07,0.769059896,0.676407158,-0.027570983,0.718877912,0.611158192,-0.041168552,0.697612762,0.525007963,-0.052640881,0.686333001,0.448624372,-0.063130103,0.739101648,0.466805696,-0.016246824,0.722695053,0.367281526,-0.037478004,0.719664633,0.309120774,-0.055663601,0.720028102,0.251109958,-0.069254287,0.778829992,0.432100773,-0.017737038,0.767285883,0.321426451,-0.036656681,0.764674306,0.25371176,-0.05411005,0.761621594,0.186979175,-0.067428567,0.817696452,0.424624771,-0.023986988,0.811216831,0.316246301,-0.045730416,0.809398472,0.248876259,-0.059296601,0.807242751,0.186006635,-0.06811592,0.858278096,0.43613261,-0.032816239,0.856002331,0.341844648,-0.052903783,0.855624318,0.278596461,-0.062321819,0.853948414,0.216275156,-0.068197943
Right,0.833937705,0.703208387,4.03E-07,0.763560891,0.681726873,-0.027566005,0.714609981,0.618977487,-0.041859351,0.695623219,0.531832218,-0.054215647,0.688457668,0.452248007,-0.065729141,0.736230969,0.475407243,-0.016341954,0.719127059,0.376407415,-0.038687997,0.716133595,0.316759467,-0.057973515,0.7167449,0.256010532,-0.072256207,0.774224997,0.441007793,-0.018183526,0.761804104,0.330043912,-0.037825074,0.75954932,0.262108713,-0.055755723,0.757527471,0.195143521,-0.069524169,0.811817884,0.433565557,-0.024865713,0.804418564,0.325277865,-0.046640892,0.802752793,0.259159088,-0.059712995,0.801643729,0.199026614,-0.068224564,0.851335883,0.444401681,-0.034297362,0.847305059,0.349355936,-0.053520069,0.846348584,0.286847055,-0.062291957,0.844228864,0.226198137,-0.067903087
Right,0.831620395,0.7136361,4.17E-07,0.762192547,0.687725425,-0.028596077,0.714406848,0.620864511,-0.044045709,0.696795166,0.53237021,-0.057482645,0.693886638,0.448868483,-0.070026703,0.736969471,0.477667451,-0.017240139,0.722038984,0.377401382,-0.04045878,0.721576154,0.318026394,-0.060619686,0.725059688,0.2572909,-0.075567171,0.775605977,0.445583224,-0.018618207,0.765793145,0.333415657,-0.038953878,0.765424073,0.265728235,-0.057538409,0.764923453,0.198285252,-0.071894333,0.81325537,0.441110522,-0.024931373,0.807980001,0.330405146,-0.047162879,0.807105005,0.26397115,-0.060425781,0.807167828,0.203987241,-0.069162428,0.852835,0.455280215,-0.034060244,0.850105762,0.359033942,-0.053501658,0.849753201,0.296218812,-0.062438034,0.848479271,0.235332727,-0.068302542
Right,0.823387563,0.73286581,4.06E-07,0.755925834,0.694363117,-0.025884146,0.712862074,0.618074954,-0.040367313,0.702107072,0.52707386,-0.053206149,0.703239501,0.443267167,-0.065174006,0.743219256,0.479838848,-0.015256459,0.73386842,0.3765876,-0.037381284,0.736031711,0.315789998,-0.056639787,0.7416749,0.254213929,-0.070808887,0.783029914,0.454764813,-0.018015333,0.778697193,0.338331163,-0.036554448,0.780775309,0.267670393,-0.053250294,0.782100856,0.198139191,-0.06606587,0.820822775,0.456396312,-0.025484432,0.819423437,0.340923667,-0.045312148,0.820080638,0.271822751,-0.055946283,0.820328951,0.207733542,-0.063022926,0.859702289,0.476317674,-0.035713278,0.858604491,0.377454996,-0.052999541,0.858281255,0.312566191,-0.059556052,0.856080651,0.248687536,-0.06367179
Right,0.813551366,0.753740311,3.70E-07,0.74695611,0.708637655,-0.026038047,0.704410255,0.625996709,-0.04031264,0.695795417,0.531271458,-0.053213783,0.705396175,0.446938634,-0.0652055,0.742802978,0.48988983,-0.012285267,0.736425459,0.383189023,-0.033838332,0.738689542,0.320431411,-0.053127438,0.744827509,0.257770926,-0.06765569,0.782145083,0.46730867,-0.015492127,0.780458152,0.346990883,-0.033237495,0.782372057,0.273186684,-0.049965229,0.784170151,0.201434553,-0.063024506,0.819696486,0.470979571,-0.023728477,0.819859982,0.352858067,-0.042849526,0.821539581,0.279657423,-0.054062031,0.822817504,0.211911708,-0.061890595,0.85835129,0.493833452,-0.03487134,0.858338833,0.393289685,-0.051835794,0.858442783,0.327558994,-0.058514968,0.856856644,0.263063967,-0.063005172
Right,0.809825897,0.769019723,3.73E-07,0.744852185,0.720420003,-0.025967114,0.703327119,0.635656714,-0.040737707,0.694220841,0.541086137,-0.054278661,0.706866384,0.457969636,-0.067116678,0.744954467,0.501734436,-0.014099872,0.739343166,0.392370641,-0.036620315,0.74149549,0.327259243,-0.056274652,0.747966766,0.26241827,-0.070925772,0.78464371,0.481111586,-0.017689139,0.784036517,0.355787963,-0.036152367,0.786077857,0.277475715,-0.05308247,0.788307786,0.202130198,-0.066099823,0.822425902,0.48742348,-0.026166975,0.823561072,0.366062701,-0.045581192,0.825235724,0.290881634,-0.057105567,0.826351523,0.220580816,-0.065114267,0.860233784,0.51351732,-0.037520483,0.861361086,0.412931502,-0.05477095,0.86156714,0.346842706,-0.061745699,0.860032022,0.282130241,-0.066416278
Right,0.807071388,0.786083102,3.41E-07,0.745276093,0.742490411,-0.024034223,0.698917747,0.661552191,-0.039432459,0.681915641,0.571136951,-0.054171473,0.703755617,0.503598273,-0.068612806,0.740626633,0.515970528,-0.014379236,0.734348834,0.408996701,-0.037094418,0.734092116,0.344052553,-0.057415862,0.738438964,0.279342473,-0.073003851,0.779784143,0.494930595,-0.019213207,0.776758432,0.370524883,-0.037850462,0.777267933,0.291318059,-0.054746084,0.777807713,0.214053631,-0.067950472,0.818027973,0.500608563,-0.028581411,0.81599009,0.381284237,-0.047577582,0.816631198,0.305679768,-0.058865301,0.816176891,0.234575301,-0.066963837,0.856089652,0.527663231,-0.040722173,0.853725433,0.427940071,-0.05734982,0.851545632,0.36241287,-0.064015172,0.847776711,0.297652185,-0.068795472
Right,0.804985583,0.791923046,3.64E-07,0.744815826,0.747385442,-0.02592434,0.699166238,0.665142179,-0.042630028,0.683090866,0.572109759,-0.058315851,0.709207118,0.503932118,-0.073404931,0.740913391,0.51861757,-0.016133223,0.736530185,0.40871349,-0.03991678,0.738828063,0.342934817,-0.060499635,0.74610436,0.278730989,-0.075967722,0.779889345,0.4997437,-0.019956453,0.778585255,0.37384814,-0.039475501,0.780679822,0.295611918,-0.056079868,0.782621443,0.220126063,-0.068723887,0.817929149,0.507682502,-0.02852444,0.816975951,0.385367274,-0.0481776,0.817994475,0.310045004,-0.058830053,0.818144858,0.239270359,-0.066088982,0.855933726,0.537086427,-0.040040296,0.854341745,0.434878409,-0.05702145,0.853321373,0.368795276,-0.063520685,0.850739062,0.30398941,-0.067904703
Right,0.806891918,0.795042396,3.55E-07,0.746460259,0.742934585,-0.023792828,0.706065059,0.652196646,-0.038085535,0.697188854,0.555478334,-0.051945627,0.724651754,0.490504354,-0.065359265,0.745795369,0.514728308,-0.009327861,0.741201997,0.408602059,-0.029970791,0.742158949,0.344873965,-0.049398687,0.747647643,0.28088963,-0.064602807,0.783567607,0.497874111,-0.013925049,0.78252089,0.37341547,-0.031066673,0.783287466,0.295030087,-0.048064549,0.784429908,0.21755293,-0.061292604,0.820333302,0.507126272,-0.023255726,0.820568025,0.386353344,-0.041276786,0.821268737,0.310811609,-0.053031787,0.821452022,0.239600688,-0.06143653,0.856877685,0.536426783,-0.035442654,0.856172442,0.436090231,-0.051026322,0.855071545,0.369809657,-0.057654805,0.852580607,0.303980887,-0.062564015
Right,0.80769515,0.796616793,4.06E-07,0.752411246,0.747506559,-0.026597884,0.713506103,0.656870842,-0.043037456,0.720046699,0.55969131,-0.057976406,0.761032224,0.505375683,-0.072997779,0.743241072,0.521682084,-0.021808906,0.74083209,0.413294196,-0.044372197,0.746040881,0.347358137,-0.063818142,0.755769968,0.282564551,-0.079128176,0.782880902,0.504714906,-0.02560403,0.784564495,0.37981379,-0.04411887,0.789510727,0.301714659,-0.061005954,0.794768095,0.223838687,-0.074502982,0.82081908,0.514645219,-0.033584569,0.8246333,0.395629048,-0.053027261,0.828125477,0.319607437,-0.066412009,0.830953181,0.247963607,-0.076209903,0.859310329,0.544061244,-0.04438388,0.861414254,0.444110543,-0.061484709,0.86347729,0.378168285,-0.069846436,0.863590717,0.314226687,-0.076304138
Right,0.808677852,0.796564579,4.03E-07,0.752861559,0.746255457,-0.025321098,0.713687778,0.654618502,-0.040717497,0.720564008,0.557214081,-0.054951705,0.762259722,0.504247546,-0.069245018,0.744562089,0.524244547,-0.018996231,0.741719127,0.417450309,-0.040991172,0.746803164,0.352169335,-0.060170054,0.756662786,0.28823781,-0.075148739,0.783909321,0.507011414,-0.022957262,0.785619497,0.382866263,-0.040947415,0.790527165,0.304764539,-0.057342269,0.796279252,0.227639675,-0.070310511,0.82163775,0.515950382,-0.031153157,0.825429559,0.397652656,-0.050165709,0.828511178,0.322578728,-0.063051298,0.831261873,0.252673954,-0.072309896,0.860053599,0.543779671,-0.042124446,0.862981617,0.444548249,-0.058540065,0.864919484,0.379605055,-0.066341132,0.864843726,0.316699386,-0.072328307
Right,0.810962796,0.800487578,4.07E-07,0.757100046,0.75046593,-0.024574472,0.718133628,0.660594463,-0.040334318,0.728534281,0.564583361,-0.054984551,0.773779333,0.51641351,-0.069959357,0.744035244,0.527120292,-0.020322151,0.740699351,0.421236753,-0.041401926,0.745213926,0.357079387,-0.059992246,0.754081368,0.293281704,-0.075072572,0.782667577,0.510076761,-0.024889845,0.783994317,0.385827541,-0.04242257,0.788709581,0.308943838,-0.058729883,0.793723881,0.232471853,-0.071885683,0.820086777,0.520466566,-0.033363819,0.823259652,0.401611507,-0.052089497,0.825835228,0.327071548,-0.065407388,0.827770472,0.256879121,-0.075238347,0.858245254,0.550263405,-0.044469487,0.860652208,0.450564206,-0.061151419,0.86262393,0.385009944,-0.069555998,0.862723827,0.321934879,-0.076135017
Right,0.812288463,0.79843843,4.09E-07,0.756954551,0.748090327,-0.025019512,0.71984154,0.655261874,-0.039447032,0.723976135,0.553992331,-0.05273512,0.762994289,0.49834007,-0.06602069,0.741588652,0.524103522,-0.015567039,0.737862587,0.420750201,-0.036024332,0.74188453,0.35700959,-0.054770127,0.749943614,0.293186665,-0.06968087,0.780252516,0.507252932,-0.019294331,0.780521572,0.386718214,-0.036115743,0.783982277,0.310443521,-0.052684434,0.787481666,0.233243078,-0.065944292,0.818049192,0.516815543,-0.027334969,0.819909692,0.40048182,-0.045541771,0.821522892,0.327103972,-0.058824327,0.822792411,0.258046091,-0.068453804,0.856422663,0.54471159,-0.038166873,0.85693723,0.446334004,-0.05385194,0.85730207,0.380729318,-0.062021185,0.855960608,0.316738516,-0.068428226
Right,0.809336841,0.791834116,3.86E-07,0.751280129,0.740252435,-0.024266865,0.713775218,0.646571755,-0.03840762,0.712290645,0.549119592,-0.051714744,0.740864098,0.482337236,-0.06488771,0.744900882,0.521714747,-0.014460625,0.739776015,0.415614724,-0.035998747,0.743013859,0.352963835,-0.054805938,0.750712514,0.290519595,-0.069256864,0.782764912,0.505735219,-0.018713133,0.783048689,0.382517308,-0.036846377,0.785844028,0.306292892,-0.053719122,0.788918018,0.230571955,-0.06679412,0.819676638,0.515000641,-0.027406277,0.821817279,0.395347863,-0.046665143,0.824073195,0.321577102,-0.059211351,0.825788319,0.252273411,-0.068072483,0.857121587,0.54258883,-0.038759787,0.858786464,0.443494767,-0.055119321,0.859643221,0.378241599,-0.0626112,0.858345509,0.313739657,-0.068282425
